Cause,Donor_Name,Amount,Donor_history,Donor_history_2,Donor_history_3
Health, Prof M A Vijayalakshmi,"$5,000","Donated $180,000 to a university charity providing scholarships for disadvantaged students.","Contributed $25,000 to an innovation competition for startups developing mental health technologies.","Endowed $160,000 to establish a healthcare scholarship fund for underprivileged students."
Health,NTT Data Employee Volunteering,"$1,000","Invested $190,000 in a startup developing sustainable solutions for humanitarian relief.","Invested $230,000 in a research project exploring alternative therapies for mental health conditions.","Sponsored a healthcare seminar with a donation of $170,000 to promote public health."
Health,Hexaware Technologies Ltd.,"$25,000","Donated $180,000 to a healthcare charity providing medical aid in disaster-stricken areas.","Helped combat loneliness by donating $240,000 to initiatives fostering social connections for those with mental illness.","Provided $75,000 in funding for humanitarian organizations delivering aid to conflict zones."
Health,Ican India,"$25,000","Invested $190,000 in a healthcare startup developing affordable medical devices.","Provided $260,000 in funding for art therapy programs benefiting individuals struggling with mental health.","Invested $190,000 in a startup providing renewable energy solutions for rural households."
Health,L&T Hydrocarbon Engineering,"$25,000","Supported healthcare literacy with a grant of $200,000 to develop educational materials.","Donated $200,000 to support environmental conservation efforts last year.","Donated $140,000 to a rural charity providing microloans for entrepreneurs."
Health,Tata AIG General Insurance Company Limited,"$25,000","Supported the expansion of a healthcare clinic with a donation of $85,000.","Invested approximately $400,000 in renewable energy projects to combat climate change.","Provided $55,000 in funding for mobile mental health clinics delivering services to underserved areas."
Health,HCL Foundation,"$25,000","Donated $200,000 to support humanitarian relief efforts a year ago.","Contributed $150,000 to fund wildlife conservation programs in endangered habitats.","Provided $260,000 in funding for art therapy programs benefiting individuals struggling with mental health."
Humanitarian Relief,Amazon India Private Limited,"$100,000","Invested around $400,000 in projects aimed at providing aid to communities affected by disasters.","Pledged $300,000 towards the protection of marine ecosystems and endangered species.","Endowed $270,000 to establish a community center providing holistic support for mental health."
Humanitarian Relief,Ashish Dhawan,"$100,000","Helped displaced families by donating $250,000 towards emergency shelter and supplies.","Donated $50,000 to provide clean energy solutions for rural communities.","Contributed $150,000 to fund wildlife conservation programs in endangered habitats."
Humanitarian Relief,DELL,"$100,000","Contributed $150,000 to support the distribution of food and clean water in crisis zones.","Endowed $80,000 to establish a fund for reforestation initiatives in deforested areas.","Donated $50,000 to provide clean energy solutions for rural communities."
Humanitarian Relief,HDFC Bank Limited,"$100,000","Pledged $300,000 towards medical assistance and healthcare services for refugees.","Sponsored an environmental summit with a donation of $30,000 to promote sustainability.","Invested $310,000 in a startup developing technology for tracking and monitoring humanitarian aid."
Humanitarian Relief,Hindustan Gum and Chemicals Limited,"$100,000","Donated $50,000 to provide education and livelihood support for displaced individuals.","Supported environmental education with a grant of $200,000 to develop educational materials.","Supported humanitarian advocacy with a grant of $320,000 to organizations promoting human rights."
Humanitarian Relief,IBM India Private Limited,"$100,000","Invested $350,000 in a nonprofit organization dedicated to humanitarian relief and development.","Invested $190,000 in a startup developing technology for sustainable agriculture.","Contributed $330,000 to fund research on effective humanitarian intervention strategies."
Humanitarian Relief,Larsen & Toubro Limited,"$100,000","Supported humanitarian education with a grant of $100,000 to a program empowering refugees.","Donated $140,000 to an environmental charity providing clean water access to communities.","Donated $340,000 to establish a community center providing services to refugees."
Humanitarian Relief,Microsoft Corporation India Private Ltd.,"$100,000","Provided $75,000 in funding for humanitarian organizations delivering aid to conflict zones.","Sponsored a summit with a donation of $370,000 focusing on religious dialogue and peacebuilding.","Provided $350,000 in funding for programs offering trauma counseling for survivors."
Humanitarian Relief,Quest Alliance,"$100,000","Endowed $80,000 to establish a fund for providing long-term support to vulnerable populations.","Donated $200,000 to support environmental conservation efforts last year.","Endowed $360,000 to establish a fund for rebuilding infrastructure in crisis-affected areas."
